NAME,IMO#,TYPE,GT,BUILT,FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL 
Tian Fu Hai,9158800,Bulk Carrier,79480.0,1998.0,China ,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Xinhui,China,2015-04-03
Gao He,8818740,Fully Cellular Containership,37143.0,1990.0,China ,China Ocean Shipping (Group) Company (COSCO)  ,China,Shanghai Panasia Shipping Company Limited  ,Shanghai Panasia Shipping Company Limited  ,China,Zhoushan,China,2014-09-25
Tai Hua Hai,8919556,Bulk Carrier,27598.0,1991.0,China ,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Unknown,China,2015-03-04
Yi Chang Hai,9158393,Bulk Carrier,18074.0,1997.0,Panama ,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO (Cayman) Fortune Holding Company Limited  ,Yichanghai Shipping Incorporated  ,Hong Kong,Jiangyin,China,2015-03-28
Ji Li Hu,9214654,Product Tanker,38381.0,2000.0,China ,China Ocean Shipping (Group) Company (COSCO)  ,China,Dalian Ocean Shipping Company (COSCO Dalian)  ,Dalian Ocean Shipping Company (COSCO Dalian)  ,China,Unknown,China,2015-03-31
Qinfa 8,8916334,Bulk Carrier,40025.0,1991.0,China ,China Qinfa Group Limited ,China,Hong Kong Qinfa Shipping Limited ,Zhuhai Qinfa Shipping Company Limited ,China,Unknown,China,2015-11-03
Da Bie Shan,8508187,Bulk Carrier,26835.0,1990.0,China ,China Shipping (Group) Company,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited  ,China,Zhoushan,China,2015-05-06
Lin Yuan,9108908,Fully Cellular Containership,7065.0,1996.0,China ,China Shipping (Group) Company ,China,China Shipping Container Lines Company Limited ,China Shipping Container Lines Company Limited ,China,Zhangjiagang,China,2015-08-26
Bai Hua Shan,8110289,Bulk Carrier,34572.0,1984.0,China ,China Shipping (Group) Company  ,China,China Shipping Haisheng Company Limited  ,China Shipping Haisheng Company Limited  ,China,Xinhui,China,2015-01-21
Yin Hua,8307375,Bulk Carrier,24942.0,1985.0,China ,China Shipping (Group) Company  ,China,Shanghai Time Shipping Company Limited  ,Shanghai Time Shipping Company Limited  ,China,Ningde ,China,2014-11-16
Hai Neng,8307636,Bulk Carrier With Container Capacity,19510.0,1985.0,China ,China Shipping (Group) Company  ,China,Shanghai Time Shipping Company Limited  ,Shanghai Time Shipping Company Limited  ,China,Taizhou ,China,2014-06-30
Zhen Fen 10,8407682,Bulk Carrier,12827.0,1985.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Shanghai,China,2014-04-26
Guang Hua,8500159,Bulk Carrier,36584.0,1985.0,China ,China Shipping (Group) Company  ,China,China Shipping (Group) Company  ,Zhuhai New Century Shipping Company Limited  ,China,Jiangyin,China,2014-10-24
Bei Ji Xing,8500161,Bulk Carrier,20550.0,1986.0,China ,China Shipping (Group) Company  ,China,Shanghai Time Shipping Company Limited  ,Shanghai Time Shipping Company Limited  ,China,Jiangyin,China,2014-06-20
Wan Shou Shan,8601197,Bulk Carrier,26835.0,1989.0,China ,China Shipping (Group) Company  ,China,China Shipping Bulk Carrier Company Limited  ,China Shipping Bulk Carrier Company Limited  ,China,Jiangyin,China,2015-03-23
Mo Xing Ling,8601317,Bulk Carrier,12863.0,1986.0,China ,China Shipping (Group) Company  ,China,China Shipping International Intermodal Company Limited  ,China Shipping International Intermodal Company Limited  ,China,Wenzhou ,China,2014-04-13
Ning An 2,8879342,Bulk Carrier,26392.0,1993.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhoushan,China,2014-09-26
Ning An 10,8889244,Bulk Carrier,26392.0,1996.0,China ,China Shipping (Group) Company  ,China,Guangzhou Maritime Transport (Group) Company  ,Guangzhou Maritime Transport (Group) Company  ,China,Jiangyin,China,2015-01-20
Ning An 5,9021514,Bulk Carrier,26448.0,1994.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhangjiagang ,China,2015-01-24
Ning An 6,9021526,Bulk Carrier,26448.0,1993.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhangjiagang ,China,2015-02-02
Peach Mountain,9110494,Bulk Carrier,27235.0,1996.0,Hong Kong ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,Li Chuan Shipping S.A.,Hong Kong,Jiangyin,China,2015-01-24
An Ping 5,8301917,Bulk Carrier,24389.0,1986.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China,2015-03-24
An Ping 6,8301929,Bulk Carrier,24389.0,1987.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited  ,China,Zhoushan,China,2015-03-24
Hua Rong Shan,8508175,Bulk Carrier,26835.0,1989.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China,2015-03-24
Dong Ping Shan,8601252,Bulk Carrier,26835.0,1990.0,China ,China Shipping (Group) Company  ,China,Guangzhou Maritime Transport (Group) Company  ,Guangzhou Maritime Transport (Group) Company  ,China,Jiangyin,China,2015-04-20
Da Ming Shan,8831352,Bulk Carrier,26835.0,1989.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Xinhui,China,2015-04-17
Xin Yong An 1,9109706,Bulk Carrier,26737.0,1995.0,China ,China Shipping (Group) Company  ,China,China Shipping (Hong Kong) Marine Company Limited  ,Purple Gold Mountain Shipping S.A.  ,Panama,,China,2015-04-21
Fei Feng Shan,9110509,Bulk Carrier,27235.0,1997.0,China ,China Shipping (Group) Company  ,China,China Shipping Bulk Carrier Company Limited  ,China Shipping Bulk Carrier Company Limited  ,China,Zhangjiagang,China,2015-04-01
Zhen Fen 15,9017496,Fully Cellular Containership,13253.0,1992.0,China ,China Shipping (Group) Company  ,China,China Shipping Container Lines Company Limited  ,China Shipping Container Lines Company Limited  ,China,Jiangyin,China,2015-05-25
Zhen Fen 22,9073969,Fully Cellular Containership,13396.0,1995.0,China ,China Shipping (Group) Company  ,China,China Shipping Container Lines Company Limited  ,China Shipping Container Lines Company Limited  ,China,Jiangmen,China,2015-05-27
An Ping 3,8506139,Bulk Carrier,24489.0,1987.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China,2015-02-06
Ning An 9,8889232,Bulk Carrier,26392.0,1995.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Unknown,China,2015-01-12
Pu Tuo Ling,8905842,Bulk Carrier,12827.0,1990.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited  ,China,Zhangjiagang,China,2015-02-10
Ning An 3,9019808,Bulk Carrier,26448.0,1993.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhoushan,China,2015-01-14
Ning An 4,9019810,Bulk Carrier,26448.0,1993.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Zhoushan,China,2015-01-14
Ning An 8,9044994,Bulk Carrier,26448.0,1994.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited  ,China,Jiangyin,China,2015-02-10
Ning An 16,9072422,Bulk Carrier,26520.0,1994.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China,2015-04-09
Wu Ling Shan,9108910,Bulk Carrier,27117.0,1996.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,Li Chuan Shipping S.A.,Hong Kong,Xinhui,China,2015-05-07
Zhen Fen 20,9118202,Bulk Carrier,18996.0,1995.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited ,China,Jiangmen,China,2015-04-16
Ning An 12,9141493,Bulk Carrier,26392.0,1995.0,China ,China Shipping (Group) Company  ,China,China Shipping Development Company Limited  ,China Shipping Development Company Limited Tramp Company  ,China,Jiangyin,China,2015-02-15
Xin Hu Zhou,9008615,Fully Cellular Containership,34231.0,1992.0,China ,China Shipping (Group) Company  ,China,China Shipping Container Lines Company Limited ,China Shipping Container Lines Company Limited ,China,Jiangyin,China,2015-07-04
Xin Bei Hai,8905933,Fully Cellular Containership,36584.0,1990.0,China ,China Shipping (Group) Company  ,China,China Shipping Container Lines Company Limited ,China Shipping Container Lines Company Limited ,China,Jiangyin,China,2015-07-11
Jian She 52,9085962,Product Tanker,7894.0,1995.0,China ,China Shipping (Group) Company  ,China,China Shipping Tanker Company Limited ,China Shipping Tanker Company Limited ,China,Ningde ,China,2015-07-28
Prosper,9040508,Bulk Carrier,90820.0,1993.0,Comoros ,Chinese breakers,China,Chinese breakers,Chinese breakers,China,Chittagong,Bangladesh,2015-06-08
Lu Xun,8513716,General Cargo With Container Capacity,13843.0,1988.0,China ,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK),China,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK),Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK),China,Alang,India,2015-06-04
Kang Nam 5,8626006,General Cargo,1135.0,1984.0,North Korea ,Cho Sung Shipping Company Limited ,Belize,Cho Sung Shipping Company Limited ,Cho Sung Shipping Company Limited ,Belize,Zhangjiagang,China,2015-12-31
Yang Pride,7926899,Waste Ship,3536.0,1980.0,Tuvalu ,Cho Yang Company Limited,South Korea,Cho Yang Company Limited,Cho Yang Company Limited,South Korea,Chittagong,Bangladesh,2015-02-04
Samar,9182643,Fully Cellular Containership,19131.0,2000.0,Togo,Christian F. Ahrenkiel GmbH & Company KG ,Germany,Ahrenkiel Steamship GmbH & Company KG ,ms Samaria Schiffahrtsges. mbH & Company KG ,Germany,Alang,India,2015-03-20
Birch 3,9150731,General Cargo,13781.0,1999.0,Hong Kong ,Clearwater Marine Investments,United Kingdom,Woodstreet Incorporated  ,Birch Shipping Limited,Hong Kong,Mumbai,India,2015-05-15
Tarik 3,8413473,Bulk carrier,19602.0,1986.0,Liberia,CMR Denizcilik ve Ticaret A.S ,Turkey,Sedna Denizcilik Taahhut Insaat ve Sanayi Limited Sirketi ,Garanti Finansal Kiralama A.S. ,Turkey,Alang,India,2015-04-02
Coastal Cheetah,8210962,Tug/Supply,338.0,1982.0,India ,Coastal Marine Construction & Engineering Limited,India,Coastal Marine Construction & Engineering Limited,Coastal Marine Construction & Engineering Limited,India,Mumbai,India,2015-04-30
Boughaz,7349601,Passenger Ro/Ro,8257.0,1974.0,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT),Morocco,Compagnie Maritime Maroco-Norvegienne (COMARIT),Compagnie Maritime Maroco-Norvegienne (COMARIT),Morocco,Aliaga,Turkey,2015-08-21
Banasa,7358755,Passenger Ro/Ro,11907.0,1975.0,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT),Morocco,Compagnie Maritime Maroco-Norvegienne (COMARIT),Compagnie Maritime Maroco-Norvegienne (COMARIT),Morocco,Aliaga,Turkey,2015-08-20
Al Mansour,7360629,Passenger Ro/Ro,11717.0,1975.0,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT),Morocco,Compagnie Marocaine de Navigation Ferry (COMANAV),Compagnie Marocaine de Navigation Ferry (COMANAV),Morocco,Aliaga,Turkey,2015-08-02
Berkane,7401215,Passenger Ro/Ro,20182.0,1976.0,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT)  ,Morocco,Compagnie Maritime Maroco-Norvegienne (COMARIT)  ,Compagnie Maritime Maroco-Norvegienne (COMARIT)  ,Morocco,Aliaga,Turkey,2015-02-19
Aquagem,9120956,Bulk Carrier,85315.0,1997.0,Liberia ,Coronis Shipping Company Limited,Greece,Carras (Hellas) Limited  ,Hygeia Shipping & Trading Company Limited,Liberia,Gadani,Pakistan,2015-05-16
Grace,9120982,Bulk Carrier,85315.0,1997.0,St. Kitts-Nevis,Coronis Shipping Company Limited ,Greece,Carras (Hellas) Limited ,Heywood Maritime S.A. ,Panama,Chittagong,Bangladesh,2015-10-17
Aquadonna,9075668,Bulk Carrier,81272.0,1995.0,Liberia ,Coronis Shipping Company Limited  ,Greece,Carras (Hellas) Limited  ,Brizo Shipping & Trading Company Limited  ,Liberia,Gadani,Pakistan,2015-02-04
Pacific,7027411,Passenger Cruise,23149.0,1971.0,St Kitts & Nevis,Corporacion de Cruceros Nacionales S.A. de C.V. ,Mexico,Corporacion de Cruceros Nacionales S.A. de C.V. ,Corporacion de Cruceros Nacionales S.A. de C.V. ,Mexico,Alang,India,2015-02-19
MSC Challenger,8417948,Fully Cellular Containership,39678.0,1986.0,Hong Kong ,Costamare Incorporated ,Greece,Costamare Shipping Company S.A. ,Lang Shipping Company ,Hong Kong,Chittagong,Bangladesh,2015-11-27
CSL Pacific,7420716,Bulk Carrier,21047.0,1977.0,Bahamas ,CSL Group Incorporated,Canada,CSL Australia Proprietary Limited  ,CSL Pacific Shipping Incorporated,Barbados,Xinhui,China,2015-04-08
Atlantic Superior,7927805,Bulk Carrier,23955.0,1982.0,Bahamas ,CSL Group Incorporated,China,CSL Group Incorporated,The Canada Steamship Lines Incorporated,Canada,Xinhui,China,2015-03-08
Birchglen,8119273,Bulk Carrier,22388.0,1983.0,Canada,CSL Group Incorporated ,Canada,CSL Group Incorporated ,The Canada Steamship Lines Incorporated ,Canada,Aliaga,Turkey,2015-10-14
Mapleglen,7910163,Bulk Carrier,22734.0,1981.0,Canada,CSL Group Incorporated ,Canada,CSL Group Incorporated ,The Canada Steamship Lines Incorporated ,Canada,Aliaga,Turkey,2015-11-09
Princess Natalie,8803446,Bulk carrier,36520.0,1989.0,Cyprus,Cyprus Maritime Company Limited ,Greece,Cyprus Maritime Company Limited ,Calepa Marine Company Limited ,Cyprus,Gadani,Pakistan,2015-02-04
Panamax Blessing,9085869,Bulk Carrier,38606.0,1996.0,Cyprus ,Cyprus Sea Lines Company Limited ,Greece,Cyprus Sea Lines Company Limited ,Silver Ocean Marine Limited ,Cyprus,Alang,India,2015-12-29
Sunrise,8508254,General Cargo With Container Capacity,4541.0,1985.0,Tuvalu ,D & S Company Limited,Taiwan,D & S Company Limited,Deryoung Maritime Company S.A.  ,Taiwan,Chittagong,Bangladesh,2015-03-05
Myoken,9146936,Bulk Carrier,43490.0,1997.0,Panama ,Daiichi Chuo Kisen Kaisha,Japan,Daiichi Chuo Kisen Kaisha,Sylvie Shipping Corporation  ,Panama,Alang,India,2015-06-02
Soyu,9100592,Bulk Carrier,48458.0,1995.0,Liberia ,Daiichi Chuo Kisen Kaisha  ,Japan,Daiichi Chuo Kisen Kaisha  ,Mars Shipping Company S.A.,Panama,Chittagong,Bangladesh,2015-04-06
Taio Rainbow,8616374,Wood-Chip Carrier,35895.0,1987.0,Liberia,Daio Kaiun Company Limited ,Japan,Misuga Kaiun Company Limited ,Misuga S.A. ,Marshall Islands,Chittagong,Bangladesh,2015-12-13
Merry Trans,8317289,General Cargo With Container Capacity,27226.0,1985.0,Panama ,Dalian Haida International Fleet Management Company Limited,China,Dalian Haida International Fleet Management Company Limited,Dalian Haida International Fleet Management Company Limited,China,Alang,India,2015-05-23
Myron N.,8811364,Bulk carrier,38337.0,1990.0,Cyprus,Dalnave Navigation Incorporated ,Greece,Dalnave Navigation Incorporated ,Naldvin Shipping Company Limited ,Cyprus,Alang,India,2015-02-27
La Med,8313221,Bulk Carrier,18977.0,1985.0,St. Kitts-Nevis ,Dancore NV,Belgium,Dancore NV,Pola Med Limited,Malta,Alang,India,2015-04-22
Duke,8715493,Bulk Carrier,37086.0,1989.0,Comoros ,Dawan Shipping Company Limited ,Hong Kong,Dawan Shipping Company Limited ,Alpha Duke Group Limited ,Palau,Chittagong,Bangladesh,2015-11-09
Star Vega,8307416,Bulk Carrier,24943.0,1985.0,Panama ,Dekoil Incorporated,Greece,Dekoil Incorporated,GM Star Vega Compania Naviera S.A.  ,Panama,Alang,India,2015-05-08
Captain Nihat,7725726,Bulk Carrier,11632.0,1980.0,Georgia ,Derpina Denizcilik ve Ticaret Limited Sirketi,Turkey,Derpina Denizcilik ve Ticaret Limited Sirketi,Tanura Shipping & Trading Incorporated,St. Kitts-Nevis,Alang,India,2015-05-08
Lysblink Seaways,9197313,General Cargo With Container Capacity,7409.0,2000.0,United Kingdom,DFDS A/S,Denmark,DFDS Logistics AS  ,DFDS Logistics Rederi AS,Norway,Rosneath,United Kingdom,2015-04-19
He Yuan,8316534,Bulk Carrier,27893.0,1985.0,Panama ,Dia Yuan International Shipping Company Limited,Hong Kong,Dia Yuan International Shipping Company Limited,Hai Yuan Shipping Limited,Hong Kong,Chittagong,Bangladesh,2015-04-09
Ocean Epoch,8750871,Drill Platform,10620.0,1977.0,Marshall Islands ,Diamond Offshore Drilling Incorporated,United States of America,Diamond Offshore Drilling Incorporated,Diamond Offshore General Company,United States of America,Alang,India,2015-05-13
Ocean Yatzy,8755742,Drill Platform,14230.0,1989.0,Marshall Islands ,Diamond Offshore Drilling Incorporated,United States of America,Diamond Offshore Services Company  ,Diamond Offshore Limited,Marshall Islands,Aliaga,Turkey,2015-05-17
Ocean Concord,8755807,Drill Platform,9129.0,1975.0,Marshall Islands ,Diamond Offshore Drilling Incorporated,United States of America,Diamond Offshore Services Company  ,Diamond Offshore Limited,Marshall Islands,Aliaga,Turkey,2015-03-28
Ocean Winner,8755833,Drill Platform,11862.0,1976.0,Marshall Islands ,Diamond Offshore Drilling Incorporated  ,United States of America,Diamond Offshore Services Company  ,Diamond Offshore Limited,Marshall Islands,Aliaga,Turkey,2015-07-30
Garnet,9077460,Fully Cellular Containership,53519.0,1995.0,Marshall Islands,Diana Shipping Incorporated ,Greece,Diana Shipping Incorporated ,Lemongina Incorporated ,Marshall Islands,Chittagong,Bangladesh,2015-10-05
Steel Titan,8905828,Bulk Carrier,36448.0,1991.0,Liberia ,Dianik Bross Shipping Corporation S.A.,Greece,Dianik Bross Shipping Corporation S.A.,Steelships Five LLC  ,LIberia,Chittagong,Bangladesh,2015-03-09
Tropical Mist,8408868,Reefer,9749.0,1986.0,Bahamas,Dole Food Company ,United States of America,Dole Food Company ,Ventura Trading Limited ,Costa Rica,Alang,India,2015-02-28
Lotus,9081849,Bulk Carrier,38859.0,1995.0,St. Kitts-Nevis,Doo Nam Shipping Company Limited ,South Korea,Doo Nam Shipping Company Limited ,Lotus Sun Shipping Limited S.A. ,Panama,Chittagong,Bangladesh,2015-10-18
Skaubryn,8107103,Vehicle Carrier,43312.0,1982.0,Panama ,Doriko Limited,South Korea,Doriko Limited,Kingston Shipping SA  ,Panama,Chittagong,Bangladesh,2015-03-24
Golden Trader,9041459,Bulk carrier,28420.0,1994.0,Liberia,Dragnis Group ,Greece,Goldenport Shipmanagement Limited ,Melia Shipping Limited ,Malta,Alang,India,2014-03-30
MSC Ada,9031064,Fully Cellular Containership,19573.0,1993.0,Liberia,Dragnis Group ,Greece,Goldenport Shipmanagement Limited ,Ada Maritime S.A. ,Liberia,Alang,India,2015-01-27
Tressa 7,8405787,Bulk Carrier,13790.0,1985.0,St. Kitts-Nevis ,East Grand Shipping Company Limited,Hong Kong,East Grand Shipping Company Limited,K&H Shipping Limited,Hong Kong,Chittagong,Bangladesh,2015-04-06
Silver Hope,7367873,General Cargo,2905.0,1974.0,Cambodia ,East Marine Company Limited  ,Russia,East Marine Company Limited  ,Arnedo Finance Incorporated,British Virgin Islands,Chittagong,Bangladesh,2015-02-20
Zheng Yang,8918253,General Cargo With Container Capacity,17331.0,1991.0,Panama ,Eastern Rain International Ship Management Company Limited,China,Eastern Rain International Ship Management Company Limited,Zhong Qiang Shipping S.A.,Hong Kong,Chittagong,Bangladesh,2015-05-26
Sia,8912625,Bulk carrier,25891.0,1990.0,Palau,Eddie Steamship Company Limited ,Taiwan,Eddie Steamship Company Limited ,Sea Explorer Marine Corporation ,Panama,Alang,India,2015-03-31
Amira Amal,8511720,Bulk Carrier,15832.0,1985.0,Belize ,El Amira Maritime Agencies Company,Egypt,El Amira Maritime Agencies Company,El Layla Shipping Company SA,Belize,Gadani,Pakistan,2015-01-16
Amira Nadya,8307430,Bulk Carrier,24943.0,1985.0,Tuvalu ,El-Amira For Maritime Agencies,Egypt,El-Amira For Maritime Agencies,Youssef Maritime Company S.A.,Marshall Islands,Gadani,Pakistan,2015-05-27
Castillo de Plasencia,8610019,Combined Chemical And Oil Tanker,7901.0,1987.0,Bahamas ,Empresa Naviera Elcano S.A.,Spain,Empresa Naviera Elcano S.A.,Lauria Shipping S.A.,Madeira,Alang,India,2015-06-14
Agri,7364326,General Cargo,1597.0,1974.0,Turkey ,Emsan Insaat Malzemeleri Sanayii ve Ticaret A.S.,Turkey,Emsan Insaat Malzemeleri Sanayii ve Ticaret A.S.,Emsan Insaat Malzemeleri Sanayii ve Ticaret A.S.,Turkey,Aliaga,Turkey,2015-05-07
Miracle,5247524,Livestock,967.0,1961.0,Togo ,Enamar Management Limited,Syria,Enamar Management Limited,Livestock International  ,Panama,Aliaga,Turkey,2015-06-07
Camo,6519168,Roll On Roll Off,319.0,1965.0,Belize ,Enermar Trasporti S.r.l.,Italy,Enermar Trasporti S.r.l.,Enermar Trasporti S.r.l.,Italy,Aliaga,Turkey,2014-04-11
Octopus,8751083,Drill Platform,11229.0,1975.0,St. Kitts-Nevis,ENSCO Plc ,United Kingdom,Pride International Incorporated ,Global Offshore Drilling Limited ,Liberia,Alang,India,2015-12-02
Bergen Max,9050383,Bulk Carrier,39012.0,1994.0,Isle of Man ,Enterprises Shipping & Trading S.A.,Greece,Enterprises Shipping & Trading S.A.,Ikeston Star Shipping Incorporated,British Virgin Islands,Gadani,Pakistan,2015-05-28
Miden Max,9050371,Bulk Carrier,39012.0,1993.0,Isle of Man ,Enterprises Shipping & Trading S.A.,Greece,Enterprises Shipping & Trading S.A.,Spelman International Corporation,British Virgin Islands,Gadani,Pakistan,2015-07-15
Newcastle Max,9159567,Bulk Carrier,38364.0,1997.0,Isle of Man ,Enterprises Shipping & Trading S.A. ,Greece,Enterprises Shipping & Trading S.A. ,Wilmot Ocean Corporation ,Liberia,Chittagong,Bangladesh,2015-12-11
Iron King,9108300,Bulk Carrier,81155.0,1996.0,Isle of Man ,Enterprises Shipping & Trading S.A.  ,Greece,Enterprises Shipping & Trading S.A.  ,Frontier Maritime Limited,Isle of Man,Alang,India,2015-05-21
Iron Queen,9116747,Bulk Carrier,81155.0,1996.0,Isle of Man ,Enterprises Shipping & Trading S.A.  ,Greece,Enterprises Shipping & Trading S.A.  ,Breeze Shipping United  ,Cayman Islands,Gadani,Pakistan,2015-05-13
Constantia,9132686,Bulk Carrier,83658.0,1996.0,Bahamas ,Enterprises Shipping & Trading S.A.  ,Greece,Enterprises Shipping & Trading S.A.  ,Erasmus Maritime Incorporated,Marshall Islands,Gadani,Pakistan,2015-05-22
Glory Claire,9190913,Bulk Carrier,83850.0,2000.0,Marshall Islands ,Eregli Denizcilik A.S.,Turkey,Eregli Denizcilik A.S.,Glory Claire Limited ,British Virgin Islands,Gadani,Pakistan,2015-05-28
Ocean-N.,7342500,Fire Fighting Tug/Supply,1080.0,1975.0,Comoros ,ESL Integrated Services Limited,Panama,ESL Integrated Services Limited,ESL Integrated Services Limited,Panama,Gadani,Pakistan,2014-12-26
Trabunker,6915635,Product Tanker,1141.0,1969.0,Panama ,Essco Hellas Limited,Greece,Essco Hellas Limited,Essco Pioneer S.A.,Panama,Aliaga,Turkey,2015-07-27
Varg Star,9045376,Tanker (Unspecified),38792.0,1992.0,Bahamas ,Estoril Navigation Company Limited,Greece,Estoril Navigation Company Limited,Suerte Navigation Company Limited,Liberia,Gadani,Pakistan,2015-07-10
Andi 1,8318544,General Cargo With Container Capacity,11731.0,1985.0,St. Kitts-Nevis ,Ethiopian Shipping and Logistics Service Enterprise  ,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise  ,Ethiopian Shipping and Logistics Service Enterprise  ,Ethiopia,Alang,India,2015-07-04
Netsa 1,8318556,General Cargo With Container Capacity,11731.0,1985.0,St. Kitts-Nevis ,Ethiopian Shipping and Logistics Service Enterprise  ,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise  ,Ethiopian Shipping and Logistics Service Enterprise  ,Ethiopia,Alang,India,2015-07-11
Tiger Bridge,8901884,Fully Cellular Containership,24495.0,1990.0,Marshall Islands,Euroseas Limited ,Greece,Eurobulk Limited ,Tiger Navigation Corporation ,Marshall Islands,Chittagong,Bangladesh,2015-11-07
Marinos,9053232,Fully Cellular Containership,16236.0,1993.0,Liberia,Euroseas Limited ,Greece,Eurobulk Limited ,Xingang Shipping Limited,Liberia,Chittagong,Bangladesh,2015-11-30
Despina P.,8901391,Fully Cellular Containership,22712.0,1990.0,Panama,Euroseas Limited ,Greece,Eurobulk Limited ,Pilory Associates Corporation ,Hong Kong,Chittagong,Bangladesh,2015-12-30
Indisun I,9007207,Tanker,11433.0,1992.0,Belize,Evangrove Shipping Limited ,Hong Kong,Evangrove Shipping Limited ,Navigation Shipping Line Limited ,Hong Kong,Alang,India,2015-03-11
Indisun II,8910134,Tanker,11433.0,1991.0,Belize,Evangrove Shipping Limited ,Hong Kong,Evangrove Shipping Limited ,Navigation Shipping Line Limited ,Hong Kong,Alang,India,2015-03-17
Crown 1,9012836,Fully Cellular Containership,12404.0,1992.0,St. Kitts-Nevis ,Evergreen Marine Group,Taiwan,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,Taiwan,Chittagong,Bangladesh,2015-05-11
Chart 1,9012848,Fully Cellular Containership,12405.0,1992.0,St. Kitts-Nevis ,Evergreen Marine Group,Taiwan,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,Taiwan,Chittagong,Bangladesh,2015-05-11
Corona 1,9012850,Fully Cellular Containership,12405.0,1992.0,St. Kitts-Nevis ,Evergreen Marine Group,Taiwan,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,Taiwan,Chittagong,Bangladesh,2015-05-12
San ,9139488,Fully Cellular Containership,53324.0,1997.0,Palau,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH ,Beteiligungs KG ms Pusan Schiffahrtsges. mbH & Company,Germany,Chittagong,Bangladesh,2015-11-28
Masuren,9158422,Bulk Carrier,25719.0,1997.0,Malta ,F.H. Bertling Reederei GmbH,Germany,F.H. Bertling Reederei GmbH,ms Masuren Schiffahrtsges. mbH & Company KG,Malta,Alang,India,2015-09-12
Toscana,9158410,Bulk Carrier,25719.0,1997.0,Malta ,F.H. Bertling Reederei GmbH ,Germany,F.H. Bertling Reederei GmbH ,ms Toscana Schiffahrtsges. mbH & Company KG,Germany,Alang,India,2015-06-13
