IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,FLAG PRIOR LAST VOYAGE,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL ,Unnamed: 16,"*The data gathered by the NGO Shipbreaking Platform is sourced from different outlets and stakeholders, and is cross-checked whenever possible.
The data upon which this information is based is correct to the best of the Platform’s knowledge, and the Platform takes no responsibility for the accuracy of the information provided. 
The Platform will correct or complete data if any inaccuracy is signaled. All data which has been provided is publicly available and does not reveal any confidential business information."
9138496.0,JULE,Bulk Carrier,38338.0,9726.0,1997.0,Panama,,Lila Global Ltd,United Arab Emirates,Mar Holding Ltd,Mar Holding Ltd,Liberia,Chittagong,Bangladesh,2024-11-01,,
9146285.0,SOL,Container Ship (Fully Cellular),8299.0,3870.0,1997.0,St Kitts & Nevis,Panama,Transworld Group,United Arab Emirates,Providence Ship Management IND,Liberty Navigation S Pte Ltd,United Arab Emirates,Alang,India,2024-01-01,,
7382988.0,ASPHALT PRINCESS,Asphalt/Bitumen Tanker,5746.0,3271.0,1976.0,Panama,,Prime Tankers LLC,United Arab Emirates,Glory International FZ-LLC,Asphalt Princess Shipping,Panama,Alang,India,2024-04-01,,
9217034.0,DELHI,Container Ship (Fully Cellular),25369.0,10669.0,2000.0,St Kitts & Nevis,India,Transworld Group,United Arab Emirates,Orient Express Lines Inc,Transworld Shipping Lines Ltd,India,Gadani,Pakistan,2024-01-01,,
9255012.0,WANG HAI,Bulk Carrier,88856.0,23039.0,2003.0,Liberia,,Lila Global Ltd,United Arab Emirates,Kyra Global Marine Services,Essa Investments Ltd,Liberia,Gadani,Pakistan,2024-02-01,,
9108659.0,OSCAR 1,General Cargo Ship,6641.0,2620.0,1995.0,Comoros,Togo,Oscar Dubai Shipping SA,United Arab Emirates,Oscar Middle East Ship Mgmt,Oscar Dubai Shipping SA,Honduras,Gadani,Pakistan,2024-03-01,,
8901808.0,QATAR ANA,Bulk Carrier,25891.0,8015.0,1989.0,Panama,,Al Khalejia Aggregates FZE,United Arab Emirates,Al Khalejia Aggregates FZE,Al Khalejia Marine Inc,Panama,Gadani,Pakistan,2024-03-01,,
9221229.0,VENIA,Bulk Carrier,87497.0,23118.0,2001.0,St Kitts & Nevis,Liberia,Lila Global Ltd,United Arab Emirates,Hermes Maritime Services Pvt,Neptune Seaway Ltd,Liberia,Gadani,Pakistan,2024-10-01,,
9007295.0,PRIDE OF CANTERBURY,Passenger/Ro-Ro Ship (Vehicles),30635.0,10385.0,1991.0,St Kitts & Nevis,,P&O,United Arab Emirates,P&O Ferries Ltd,P&O Ferries Ltd,United Kingdom,Aliaga,Turkey,2024-01-01,,
8811766.0,TOMSON GAS,LPG Tanker,3219.0,1991.0,1989.0,Panama,,Jmukhadze T,United Kingdom,Marine Shipping Line FZE,Zack Shipping SA,Panama,Alang,India,2024-01-01,,
7900596.0,CAPT. OSAMA,General Cargo Ship,9232.0,4326.0,1981.0,St Kitts & Nevis,Palau,Jaohar Group Ltd,United Kingdom,Cape Cruise Marine Ltd,Cape Cruise Marine Ltd,Liberia,Alang,India,2024-10-01,,
7814448.0,DILIGENCE,Work/Repair Vessel,8048.0,0.0,1981.0,Unknown,,United Kingdom Govt,United Kingdom,United Kingdom Govt CRFA,United Kingdom Govt,United Kingdom,Aliaga,Turkey,2024-04-01,,
8404501.0,ASTRID,Fishing Vessel,3413.0,0.0,1985.0,Belize,,Astrid Shipping Co Ltd-GBI,United Kingdom,Astrid Shipping Co Ltd-GBI,Astrid Shipping Co Ltd-GBI,United Kingdom,Aliaga,Turkey,2024-06-01,,
9114153.0,KONSTANTINOS,Bulk Carrier,25503.0,7979.0,1995.0,Panama,,MKM Chartering Inc,United States Of America,Mega Shipping Ltd,Konstantinos Shiptrade Inc,Marshall Islands,Chittagong,Bangladesh,2024-02-01,,
7528843.0,PIONEER,Pollution Control Vessel,1058.0,1348.0,1978.0,St Kitts & Nevis,United States of America,Resolve Marine Group Inc,United States of America,Resolve Pioneer LLC,Resolve Pioneer LLC,United States of America,Chittagong,Bangladesh,2024-07-01,,
8836273.0,GORDON,Fish Factory Ship,4807.0,2756.0,1943.0,St Kitts & Nevis,United States Of America,Icicle Seafoods Inc,United States Of America,Icicle Seafoods Inc,Coastal Star,United States Of America,Alang,India,2024-07-01,,
8751368.0,CEAN,"Drilling Rig, semi Submersible",21192.0,21963.0,1974.0,St Kitts & Nevis,Marshall Islands,Loews Corp,United States Of America,Niko Resources Ltd,Diamond Offshore Services Co,United States Of America,Alang,India,2024-11-01,,
7907647.0,FLIPPER,Ro-Ro Cargo Ship,4688.0,2013.0,1980.0,Sao Tome & Principe,Panama,Devon Shipping Inc,United States Of America,Fleet-In SA,Devon Shipping Inc,United States Of America,Aliaga,Turkey,2024-07-01,,
7325629.0,DIAMOND XI,Accommodation Ship,8282.0,4215.0,1974.0,Portugal (Mar),,Sunstone Ships Inc,United States Of America,Sunstone Ships Inc,Diamond Cruise Partners,Portugal,Aliaga,Turkey,2024-08-01,,
8220773.0,PAUL BUCK,Replenishment Tanker,21471.0,9028.0,1985.0,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,2024-02-01,,
8310097.0,SAMUEL L. COBB,Replenishment Tanker,21471.0,9055.0,1985.0,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,2024-02-01,,
8310102.0,RICHARD G. MATTHIESEN,Replenishment Tanker,21471.0,9485.0,1986.0,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,2024-02-01,,
8314158.0,LAWRENCE H. GIANELLA,Replenishment Tanker,21471.0,7211.0,1986.0,United States Of America,,United States Govt,United States Of America,United States Govt MSC,United States Govt MSC,United States Of America,Brownsville,United States of America,2024-04-01,,
5144485.0,CAPE JUBY,General Cargo Ship,12929.0,0.0,1962.0,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,2024-05-01,,
7823463.0,PFC. EUGENE A. OBREGON,Logistics Vessel (Naval Ro-Ro Cargo),45408.0,26965.0,1982.0,United States Of America,,United States Govt,United States Of America,United States Govt MSC,United States Govt MSC,United States Of America,Brownsville,United States of America,2024-06-01,,
7702762.0,ANDREW J. BARBERI,Passenger Ship,3335.0,0.0,1981.0,United States Of America,,New York City,United States Of America,New York City Transportation,New York City Transportation,United States Of America,Staten Island,United States of America,2024-09-01,,
7912123.0,MAJ. STEPHEN W. PLESS,Logistics Vessel (Naval Ro-Ro Cargo),45408.0,27031.0,1983.0,United States Of America,,United States Govt,United States Of America,United States Govt MSC,United States Govt MSC,United States Of America,Brownsville,United States of America,2024-11-01,,
8511495.0,WALTER S. DIEHL,Replenishment Tanker,20706.0,15735.0,1988.0,United States Of America,,United States Govt,United States Of America,United States Govt MSC,United States Govt MSC,United States Of America,Brownsville,United States of America,2024-12-01,,
7906837.0,ZION FALGOUT,Pusher Tug,675.0,0.0,1979.0,United States Of America,,Falgout Bros LLC,United States Of America,Global Towing Service LLC,Zion Falgout LLC,United States Of America,Unknown,Unknown,2024-03-01,,
9077903.0,WADI S,Bulk Carrier,37550.0,10247.0,1994.0,Comoros,,Unknown,Unknown,Kiva Marine Ltd-MAI,Tudor Maritime Ltd,Marshall Islands,Chittagong,Bangladesh,2024-02-01,,
9258105.0,ZEUS ONE,Bulk Carrier,88494.0,21364.0,2002.0,Liberia,,Unknown,Unknown,Athena Shipping Pte Ltd,Zeus Marine Ltd-LIB,Liberia,Chittagong,Bangladesh,2024-02-01,,
9144029.0,GOLD BRIDGE,Bulk Carrier,25537.0,7197.0,1998.0,Panama,,Unknown,Unknown,Kind Glory Shipping Co Ltd,DV Marine Ltd,Marshall Islands,Chittagong,Bangladesh,2024-11-01,,
9051741.0,RUN DE,General Cargo Ship,5782.0,3058.0,1993.0,Unknown,,Unknown,Unknown,Run De Shipping Co Ltd,Run De Shipping Co Ltd,Hong Kong,Guayaquil,Ecuador,2024-05-01,,
8402670.0,ACE 1,General Cargo Ship,998.0,0.0,1984.0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,France,2024-02-01,,
5427784.0,WHITE PALM,Pilot Vessel,781.0,762.0,1963.0,Sao Tome & Principe False,Sierra Leone,Unknown,Unknown,Nemsa Services Ltd,Nemsa Services Ltd,British Virgin Islands,Alang,India,2023-12-01,,
9270804.0,ONYX 1,Container Ship (Fully Cellular),21932.0,10643.0,2004.0,Panama,,Unknown,Unknown,SIS Ship Charter LLC,Great Star Vision Ltd,"Virgin Islands, British",Alang,India,2024-01-01,,
8902838.0,AT MIDDLE BRIDGE,General Cargo Ship (with Ro-Ro facility),7624.0,3406.0,1989.0,Togo,,Unknown,Unknown,Middle Bridge Maritime Ltd-LIB,Middle Bridge Maritime Ltd-LIB,Liberia,Alang,India,2024-01-01,,
8826199.0,VILIGA,Fishing Vessel,776.0,807.0,1989.0,Mongolia,,Unknown,Unknown,Trade Bridge Inc Ltd,Trade Bridge Inc Ltd,Hong Kong ,Alang,India,2024-01-01,,
9539559.0,HASAN,General Cargo Ship,6524.0,3174.0,2009.0,Unknown,,Unknown,Unknown,Onal Gemi Isletmeciligi Sanayi,Bramco Shipping Ltd-MAI,Marshall Islands,Alang,India,2024-02-01,,
7610270.0,ALJAMIL,General Cargo Ship,4286.0,2128.0,1977.0,Comoros,Guyana,Unknown,Unknown,IMS Hellenic Co,Jamil Shipping Co SA,Belize,Alang,India,2024-03-01,,
9074030.0,NEW COURAGE,General Cargo Ship,8145.0,4426.0,1994.0,Panama,,Unknown,Unknown,Rightway Shipping Services,Starryway Co Ltd,Hong Kong,Alang,India,2024-05-01,,
8914697.0,UNITED ID,Bulk Carrier,22147.0,7173.0,1991.0,Palau,,Unknown,Unknown,Overseas Marine Ltd,Rising ID Martime Ltd,Marshall Islands,Alang,India,2024-06-01,,
9135535.0,RUDA,General Cargo Ship (Open Hatch),20398.0,5728.0,1996.0,Comoros,Panama,Unknown,Unknown,Fuwan Ship Management Co Ltd,Ruida Marine Co Ltd,Hong Kong,Alang,India,2024-08-01,,
9115092.0,ANDULUS 1,Bulk Carrier,16715.0,6064.0,1995.0,St Kitts & Nevis,,Unknown,Unknown,VRS Maritime Services Ltd,Andulus Marine Shipping Co,Marshall Islands,Alang,India,2024-10-01,,
8307947.0,TANA,General Cargo Ship,18977.0,7215.0,1985.0,St Kitts & Nevis,Sierra Leone,Unknown,Unknown,Delphina Shiptrade SA,Delphina Shiptrade SA,Marshall Islands,Alang,India,2024-10-01,,
7915307.0,ALI A,General Cargo Ship,4913.0,2578.0,1980.0,Togo,,Unknown,Unknown,Ammoun Shipping Co,Khaled Shipping Co,Liberia,Alang,India,2024-11-01,,
9014119.0,SOFI,Container Ship (Fully Cellular),8570.0,3732.0,1992.0,Comoros,Palau,Unknown,Unknown,Reel Shipping LLC,Ebro Shipping Inc,Marshall Islands,Alang,India,2024-11-01,,
8806905.0,MAHER,Heavy Load Carrier,6953.0,3519.0,1990.0,Tanzania (Zanzibar),,Unknown,Unknown,Hartland Marine Ltd,Westfield Marine Ltd,Liberia,Alang,India,2024-11-01,,
7812036.0,NEW SKY,Refrigerated Cargo Ship,3835.0,2410.0,1980.0,Dominica,,Unknown,Unknown,Poseidon Shipmanagement LLC,GC Shipping LP,United Kingdom,Alang,India,2024-12-01,,
8520202.0,SEAGRAND,General Cargo Ship,5998.0,3320.0,1986.0,Mongolia,,Unknown,Unknown,Cabotage Service Co Ltd-RUS,Rupa Holdings Co Ltd,Thailand,Alang,India,2024-12-01,,
8512865.0,PRINCE 4,Bulk Carrier,7110.0,2860.0,1986.0,Comoros,,Unknown,Unknown,Individual Shipping Ltd,Massa Shipping Co,Marshall Islands,Alang,India,2024-12-01,,
6724737.0,RIO 4,Trailing Suction Hopper Dredger,569.0,0.0,1967.0,Netherlands,,Unknown,Unknown,Unknown,Unknown,Unknown,Kampen,Netherlands,2024-03-01,,
7710501.0,SUNNFJORD,Passenger/Ro-Ro Ship (Vehicles),855.0,0.0,1978.0,Norway,,Unknown,Unknown,Fosen Gjenvining,Fosen Gjenvining,Norway,Stokksund,Norway,2024-03-01,,
9166417.0,BRAD,Crude Oil Tanker,56076.0,16368.0,1999.0,St Kitts & Nevis,,Unknown,Unknown,Global Tech Marine Services,Hallbar Ltd,British Virgin Islands,Gadani,Pakistan,2024-03-01,,
9047087.0,ALPS,Bulk Carrier,38136.0,10191.0,1994.0,Panama,,Unknown,Unknown,Shunping International Shpg,Evertop International Shipping,United Kingdom,Gadani,Pakistan,2024-06-01,,
9071624.0,SEA OF WAVES,General Cargo Ship,1589.0,1037.0,1993.0,Comoros,,Unknown,Unknown,Neuship Trade & Shipping Co,Eminent Shipping & Marine Co,British Virgin Islands,Gadani,Pakistan,2024-08-01,,
7422049.0,EL YOUSSEF,General Cargo Ship,2998.0,0.0,1975.0,Lebanon,,Unknown,Unknown,Unknown,Unknown,Unknown,Aliaga,Turkey,2024-02-01,,
8421705.0,BLUE STAR,General Cargo Ship,1543.0,846.0,1986.0,Panama,,Unknown,Unknown,Sea Group Trading Company SA,Sea Group Trading Company SA,Panama,Aliaga,Turkey,2024-06-01,,
7528790.0,ISLAND BAY,General Cargo Ship,4647.0,2881.0,1984.0,Togo,,Unknown,Unknown,Star Ship Services SA,Island Bay Maritime SA,Honduras,Aliaga,Turkey,2024-08-01,,
8857693.0,NEW WAY,General Cargo Ship,2457.0,1203.0,1969.0,Cameroon,,Unknown,Unknown,Guron Ltd,Guron Ltd,Seychelles,Aliaga,Turkey,2024-09-01,,
8607660.0,LADY BOUSHRA,General Cargo Ship,2854.0,1280.0,1988.0,Tanzania (Zanzibar),,Unknown,Unknown,Unknown,Unknown,Unknown,Aliaga,Turkey,2024-09-01,,
8315499.0,COMETA,General Cargo Ship,1860.0,977.0,1984.0,Cameroon,Syria,Unknown,Unknown,RostShipService Ltd,Pawell Shipping Co LLP,United Kingdom,Aliaga,Turkey,2024-12-01,,
8319976.0,GELIBOLU 2,General Cargo Ship,997.0,635.0,1984.0,Cameroon,,Unknown,Unknown,Gelibolu Shipping & Management,Gelibolu Shipping & Management,Marshall Islands,Unknown,Unknown,2024-11-01,,
8915914.0,LUCKY OCEAN NO. 1,Fishing Vessel,587.0,0.0,1990.0,Vanuatu,,Full Ocean Fishery Co Ltd,Vanuatu,Full Ocean Fishery Co Ltd,Full Ocean Fishery Co Ltd,Vanuatu,Busan,Korea (South),2024-03-01,,
8619807.0,ALBAMAR I,Fishing Vessel,1316.0,1160.0,1988.0,Venezuela,,Empresa Mixta Socialista,Venezuela,Empresa Mixta Socialista,Empresa Mixta Socialista,Venezuela,Cumana,Venezuela,2024-07-01,,
,,,5665320.0,,,,,,,,,,,,,,
